BR,G_tot,a_r,g,mDM,mV,xsection_monotop,xsection_offshellV,xsection_onshellV,xsection_tt_exclusive
0.01,3.072613,0.1,0.034035,1.0,1000.0,0.00043168138,0.00013545846,0.0063619366,0.002050518
0.1,3.379874,0.1,0.11288,1.0,1000.0,0.0043239533,0.00013545897,0.0057948791,0.002050518
0.2,3.802358,0.1,0.16932,1.0,1000.0,0.008626878,0.00013550075,0.0051322148,0.002050518
0.3,4.345552,0.1,0.221691,1.0,1000.0,0.012948756,0.00013551565,0.0045057733,0.0020505178
0.4,5.069812,0.1,0.276498,1.0,1000.0,0.017269239,0.00013550384,0.0038497804,0.0020504876
0.5,6.083774,0.1,0.338639,1.0,1000.0,0.021618655,0.00013549433,0.0032065593,0.0020504574
0.6,7.604717,0.1,0.414747,1.0,1000.0,0.026019638,0.00013531962,0.0025488116,0.0020504457
0.7,10.13962,0.1,0.51728,1.0,1000.0,0.030373887,0.00013531164,0.0019299259,0.0020503544
0.8,15.20944,0.1,0.677278,1.0,1000.0,0.034754422,0.0001353235,0.00128524135,0.0020502301
0.9,30.41885,0.1,1.015917,1.0,1000.0,0.0392092,0.00013550361,0.00063719,0.0020475583
0.01,3.717862,0.11,0.037438,1.0,1000.0,0.0005228831,0.00019832419,0.007676574,0.0030021541
0.1,4.089648,0.11,0.124168,1.0,1000.0,0.005217955,0.00019838729,0.0069813831,0.003002154
0.2,4.600854,0.11,0.186251,1.0,1000.0,0.010461242,0.00019838628,0.0061853971,0.0030021436
0.3,5.258119,0.11,0.243861,1.0,1000.0,0.01567062,0.00019837836,0.0054273753,0.0030021134
0.4,6.134471,0.11,0.304147,1.0,1000.0,0.020991841,0.00019837665,0.0046537243,0.003002113
0.5,7.361366,0.11,0.372503,1.0,1000.0,0.026274401,0.00019812008,0.0038783192,0.0030020823
0.6,9.201707,0.11,0.456221,1.0,1000.0,0.031324696,0.0001981185,0.0030955213,0.0030019892
0.7,12.26894,0.11,0.569008,1.0,1000.0,0.036708817,0.00019822269,0.0023205287,0.0030018861
0.8,18.40342,0.11,0.745006,1.0,1000.0,0.04209018,0.00019830669,0.00154166739,0.003001347
0.9,36.80683,0.11,1.117509,1.0,1000.0,0.04746637,0.00019817128,0.00076596765,0.0029972887
0.01,4.424563,0.12,0.040841,1.0,1000.0,0.0006225744,0.00028100475,0.0091434364,0.004251903
0.1,4.867019,0.12,0.135456,1.0,1000.0,0.006216356,0.00028100275,0.0082859021,0.004251903
0.2,5.475397,0.12,0.203183,1.0,1000.0,0.012434487,0.00028095074,0.0073740641,0.004251892
0.3,6.257596,0.12,0.26603,1.0,1000.0,0.018737337,0.00028095952,0.0064808395,0.004251782
0.4,7.300529,0.12,0.331797,1.0,1000.0,0.024992091,0.00028059869,0.0055379674,0.004251831
0.5,8.760634,0.12,0.406367,1.0,1000.0,0.03120162,0.00028062629,0.0046188052,0.004251668
0.6,10.95079,0.12,0.497696,1.0,1000.0,0.037525624,0.0002805844,0.0036835198,0.004251574
0.7,14.60106,0.12,0.620736,1.0,1000.0,0.043793812,0.00028061559,0.0027600172,0.004251409
0.8,21.90158,0.12,0.812734,1.0,1000.0,0.05003617,0.00028088365,0.001831085,0.004247852
0.9,43.80319,0.12,1.219101,1.0,1000.0,0.05652884,0.00028028894,0.00091058391,0.004243217
0.01,5.192716,0.13,0.044245,1.0,1000.0,0.0007314172,0.00038697122,0.0107148335,0.005856388
0.1,5.711988,0.13,0.146744,1.0,1000.0,0.007290831,0.00038697141,0.0097395034,0.005856367
0.2,6.425986,0.13,0.220115,1.0,1000.0,0.014647721,0.00038652609,0.0087108455,0.005856336
0.3,7.343984,0.13,0.288199,1.0,1000.0,0.022023766,0.00038648805,0.0076061961,0.005856305
0.4,8.567982,0.13,0.359447,1.0,1000.0,0.029361947,0.00038652568,0.0064847924,0.00585625
0.5,10.28158,0.13,0.440231,1.0,1000.0,0.036661599,0.00038646591,0.0054230999,0.005856138
0.6,12.85197,0.13,0.53917,1.0,1000.0,0.044013563,0.0003867504,0.0043315758,0.005855902
0.7,17.13596,0.13,0.672464,1.0,1000.0,0.051472766,0.00038669057,0.0032306654,0.005855479
0.8,25.70394,0.13,0.880462,1.0,1000.0,0.0588149,0.00038705467,0.0021536991,0.005850008
0.9,51.40786,0.13,1.320692,1.0,1000.0,0.06656516,0.00038638248,0.00106241068,0.005841856
0.01,6.022321,0.14,0.047648,1.0,1000.0,0.0008458559,0.00052051445,0.0124520406,0.007877106
0.1,6.624554,0.14,0.158032,1.0,1000.0,0.008518133,0.00051989459,0.0113266106,0.007877076
0.2,7.452623,0.14,0.237047,1.0,1000.0,0.017021894,0.00051984516,0.0100640311,0.007877044
0.3,8.517284,0.14,0.310368,1.0,1000.0,0.02555903,0.00051989552,0.0087475458,0.007876798
0.4,9.93683,0.14,0.387097,1.0,1000.0,0.033939176,0.00051981995,0.0075344167,0.007876685
0.5,11.9242,0.14,0.474095,1.0,1000.0,0.042527472,0.00051980403,0.0062708143,0.007876451
0.6,14.90525,0.14,0.580645,1.0,1000.0,0.050906234,0.00051986396,0.0050196175,0.007876281
0.7,19.87366,0.14,0.724192,1.0,1000.0,0.05969122,0.00051990493,0.0037373686,0.007874797
0.8,29.81049,0.14,0.94819,1.0,1000.0,0.06840956,0.00052056275,0.0024907501,0.007871559
0.9,59.62097,0.14,1.422284,1.0,1000.0,0.07718022,0.00051978059,0.00122917641,0.007852035
0.01,6.913379,0.15,0.051052,1.0,1000.0,0.0009774254,0.00068505965,0.0142450156,0.010380269
0.1,7.604717,0.15,0.16932,1.0,1000.0,0.009757389,0.00068505419,0.0129033046,0.010380262
0.2,8.555307,0.15,0.253979,1.0,1000.0,0.019541432,0.00068512218,0.01146744,0.010380061
0.3,9.777494,0.15,0.332537,1.0,1000.0,0.029226296,0.00068502501,0.0100495877,0.010379956
0.4,11.40708,0.15,0.414747,1.0,1000.0,0.03921194,0.00068500992,0.0086207259,0.01037985
0.5,13.68849,0.15,0.507959,1.0,1000.0,0.048903546,0.00068551301,0.0071809752,0.01037964
0.6,17.11061,0.15,0.62212,1.0,1000.0,0.05878786,0.00068541338,0.0057630368,0.010378823
0.7,22.81415,0.15,0.77592,1.0,1000.0,0.06855181,0.00068556747,0.0043027988,0.010370487
0.8,34.22121,0.15,1.015917,1.0,1000.0,0.07863692,0.00068611957,0.0028536831,0.010364881
0.9,68.44246,0.15,1.523876,1.0,1000.0,0.08845834,0.0006833839,0.0014105467,0.010364496
0.01,7.865889,0.16,0.054455,1.0,1000.0,0.0011093426,0.00088691954,0.016239844,0.013437376
0.1,8.652478,0.16,0.180608,1.0,1000.0,0.011097328,0.00088691867,0.0147483037,0.013437374
0.2,9.734038,0.16,0.270911,1.0,1000.0,0.022101596,0.00088678899,0.0131492838,0.013437371
0.3,11.124615,0.16,0.354706,1.0,1000.0,0.033293335,0.00088678398,0.0114270168,0.013436964
0.4,12.978717,0.16,0.442396,1.0,1000.0,0.044459069,0.00088743701,0.0098259514,0.013436853
0.5,15.574461,0.16,0.541823,1.0,1000.0,0.05571909,0.00088729128,0.0081834708,0.013436338
0.6,19.468076,0.16,0.663594,1.0,1000.0,0.06690942,0.00088788579,0.0065204292,0.013434209
0.7,25.957435,0.16,0.827648,1.0,1000.0,0.07784657,0.0008881319,0.0048935117,0.013431049
0.8,38.936152,0.16,1.083645,1.0,1000.0,0.08957218,0.00088602802,0.0032504901,0.013409362
0.9,77.872304,0.16,1.625468,1.0,1000.0,0.10050659,0.00088712435,0.001596981,0.013380082
0.01,8.879852,0.17,0.057859,1.0,1000.0,0.0012520876,0.00113017365,0.018365769,0.017125026
0.1,9.767837,0.17,0.191895,1.0,1000.0,0.012481694,0.00113014795,0.016686694,0.017125323
0.2,10.988816,0.17,0.287843,1.0,1000.0,0.025062022,0.00113012709,0.0147772485,0.017125016
0.3,12.558647,0.17,0.376875,1.0,1000.0,0.037650635,0.00113105141,0.012895419,0.017124503
0.4,14.651755,0.17,0.470046,1.0,1000.0,0.050220832,0.001130645,0.0110789163,0.017123989
0.5,17.582106,0.17,0.575686,1.0,1000.0,0.06297273,0.00113085749,0.0091605442,0.017122962
0.6,21.977633,0.17,0.705069,1.0,1000.0,0.07540353,0.00113123077,0.0073646792,0.017109718
